iter	Passed	Remaining
191	19755	83138
192	19844	82976
193	19899	82676
194	19950	82357
195	20005	82062
196	20087	81877
197	20149	81615
198	20205	81331
199	20265	81063
200	20339	80850
201	20402	80600
202	20475	80390
203	20549	80182
204	20614	79943
205	20666	79657
206	20715	79360
207	20772	79094
208	20819	78797
209	20866	78496
210	20919	78226
211	20980	77985
212	21039	77738
213	21093	77475
214	21155	77243
215	21205	76969
216	21263	76725
217	21315	76461
218	21367	76202
219	21428	75972
220	21496	75770
221	21553	75534
222	21600	75261
223	21658	75031
224	21707	74768
225	21810	74697
226	21873	74484
227	21928	74247
228	21979	73999
229	22025	73738
230	22076	73492
231	22133	73269
232	22180	73014
233	22236	72791
234	22281	72532
235	22334	72301
236	22383	72061
237	22433	71825
238	22544	71782
239	22589	71533
240	22638	71298
241	22689	71068
242	22737	70832
243	22785	70597
244	22831	70358
245	22890	70161
246	22934	69918
247	22984	69696
248	23032	69466
249	23082	69248
250	23128	69016
251	23222	68930
252	23280	68738
253	23337	68543
254	23381	68312
255	23431	68098
256	23484	67895
257	23529	67671
258	23574	67446
259	23628	67250
260	23676	67037
261	23720	66816
262	23773	66619
263	23819	66407
264	23880	66235
265	24083	66454
266	24134	66255
267	24194	66083
268	24249	65897
269	24303	65710
270	24358	65524
271	24420	65359
272	24470	65166
273	24528	64992
274	24577	64796
275	24629	64606
276	24678	64414
277	24730	64227
278	24784	64048
279	24838	63870
280	24902	63718
281	24950	63527
282	25010	63366
283	25065	63193
284	25114	63005
285	25162	62818
286	25212	62634
287	25262	62453
288	25308	62263
289	25354	62075
290	25397	61878
291	25445	61697
292	25491	61509
293	25536	61323
294	25583	61139
295	25629	60955
296	25677	60778
297	25726	60605
298	25780	60441
299	25827	60263
300	25876	60091
301	25930	59932
302	25982	59767
303	26035	59606
304	26088	59447
305	26135	59274
306	26180	59097
307	26220	58911
308	26271	58748
309	26316	58575
310	26362	58405
311	26415	58249
312	26458	58073
313	26504	57905
314	26561	57761
315	26601	57579
316	26640	57398
317	26685	57231
318	26737	57078
319	26804	56959
320	26864	56826
321	26915	56672
322	26974	56537
323	27019	56374
324	27070	56223
325	27117	56065
326	27164	55907
327	27214	55756
328	27262	55601
329	27310	55448
330	27354	55286
331	27402	55135
332	27444	54972
333	27483	54802
334	27525	54639
335	27579	54502
336	27638	54375
337	27681	54215
338	27730	54070
339	27778	53923
340	27827	53778
341	27869	53620
342	27913	53466
343	27961	53322
344	28014	53186
345	28066	53049
346	28112	52904
347	28154	52749
348	28207	52616
349	28255	52474
350	28294	52316
351	28341	52173
352	28384	52024
353	28428	51877
354	28482	51750
355	28536	51621
356	28579	51475
357	28620	51325
358	28673	51196
359	28721	51060
360	28777	50937
361	28816	50786
362	28870	50662
363	28918	50528
364	28970	50400
365	29028	50283
366	29083	50163
367	29130	50027
368	29182	49902
369	29233	49775
370	29283	49648
371	29340	49532
372	29395	49413
373	29448	49291
374	29498	49164
375	29551	49042
376	29605	48923
377	29665	48814
378	29726	48707
379	29783	48594
380	29828	48461
381	29884	48347
382	29929	48215
383	29985	48102
384	30036	47979
385	30087	47859
386	30142	47744
387	30192	47623
388	30244	47505
389	30294	47383
390	30343	47262
391	30387	47131
392	30432	47004
393	30488	46893
394	30542	46780
395	30582	46646
396	30625	46516
397	30680	46406
398	30726	46282
399	30776	46164
400	30824	46045
401	30866	45915
402	30921	45807
403	30966	45683
404	31007	45554
405	31054	45434
406	31094	45304
407	31137	45179
408	31193	45073
409	31245	44963
410	31297	44852
411	31354	44748
412	31419	44657
413	31459	44529
414	31516	44427
415	31566	44314
416	31625	44215
417	31668	44093
418	31716	43978
419	31766	43867
420	31819	43761
421	31865	43645
422	31904	43519
423	31952	43406
424	31997	43291
425	32040	43171
426	32089	43061
427	32128	42938
428	32173	42822
429	32226	42719
430	32273	42607
431	32316	42490
432	32362	42378
433	32418	42278
434	32489	42198
435	32542	42096
436	32611	42013
437	32662	41909
438	32712	41802
439	32762	41697
440	32798	41575
441	32846	41467
442	32897	41363
443	32936	41245
444	32977	41129
445	33027	41024
446	33089	40936
447	33158	40856
448	33204	40747
449	33249	40637
450	33288	40521
451	33350	40433
452	33392	40322
453	33476	40260
454	33542	40177
455	33610	40096
456	33657	39991
457	33703	39884
458	33744	39773
459	33785	39661
460	33838	39563
461	33932	39514
462	33987	39419
463	34041	39323
464	34097	39230
465	34189	39178
466	34282	39127
467	34353	39051
468	34408	38957
469	34459	38859
470	34512	38762
471	34565	38666
472	34623	38576
473	34673	38477
474	34724	38379
475	34774	38281
476	34828	38187
477	34874	38084
478	34925	37987
479	34977	37891
480	35026	37793
481	35078	37697
482	35146	37620
483	35208	37536
484	35267	37449
485	35324	37359
486	35371	37260
487	35421	37163
488	35472	37068
489	35531	36981
490	35578	36882
491	35630	36789
492	35678	36691
493	35720	36587
494	35772	36495
495	35831	36409
496	35876	36309
497	35942	36230
498	35998	36142
499	36044	36044
500	36097	35953
501	36214	35926
502	36270	35837
503	36323	35747
504	36393	35672
505	36473	35608
506	36540	35531
507	36616	35463
508	36684	35386
509	36736	35296
510	36803	35219
511	36871	35142
512	36935	35063
513	37017	35000
514	37087	34926
515	37142	34839
516	37196	34750
517	37249	34660
518	37309	34578
519	37363	34489
520	37426	34409
521	37486	34326
522	37542	34240
523	37594	34150
524	37645	34060
525	37698	33971
526	37754	33885
527	37812	33802
528	37873	33721
529	37936	33641
530	37994	33558
531	38048	33471
532	38098	33380
533	38158	33299
534	38215	33215
535	38264	33124
536	38327	33046
537	38380	32958
538	38437	32875
539	38501	32797
540	38556	32712
541	38616	32631
542	38676	32550
543	38735	32469
544	38795	32388
545	38853	32306
546	38914	32227
547	38975	32147
548	39033	32065
549	39083	31977
550	39148	31901
551	39207	31820
552	39257	31732
553	39316	31651
554	39374	31570
555	39424	31483
556	39481	31401
557	39539	31319
558	39606	31245
559	39657	31159
560	39726	31086
561	39784	31006
562	39855	30935
563	39909	30851
564	39968	30771
565	40043	30704
566	40100	30623
567	40158	30543
568	40219	30464
569	40278	30385
570	40333	30303
571	40401	30230
572	40469	30158
573	40562	30103
574	40636	30035
575	40698	29958
576	40767	29886
577	40908	29867
578	40983	29799
579	41053	29728
580	41168	29689
581	41228	29611
582	41300	29540
583	41362	29463
584	41476	29423
585	41549	29354
586	41614	29279
587	41691	29212
588	41753	29135
589	41805	29051
590	41871	28977
591	42008	28951
592	42092	28889
593	42159	28815
594	42228	28743
595	42288	28665
596	42347	28586
597	42419	28516
598	42484	28441
599	42538	28358
600	42588	28274
601	42641	28191
602	42700	28113
603	42763	28037
604	42828	27962
605	42879	27878
606	42933	27797
607	42991	27717
608	43045	27636
609	43091	27550
610	43143	27468
611	43195	27385
612	43245	27301
613	43298	27219
614	43349	27137
615	43408	27059
616	43470	26984
617	43519	26900
618	43574	26820
619	43625	26738
620	43675	26655
621	43724	26572
622	43777	26491
623	43845	26419
624	43935	26361
625	43996	26285
626	44052	26206
627	44112	26130
628	44182	26060
629	44274	26002
630	44371	25947
631	44466	25892
632	44599	25857
633	44659	25781
634	44705	25697
635	44765	25620
636	44819	25540
637	44922	25488
638	45006	25426
639	45083	25359
640	45173	25300
641	45248	25231
642	45314	25159
643	45403	25098
644	45478	25030
645	45548	24959
646	45613	24886
647	45677	24812
648	45739	24737
649	45795	24659
650	45856	24583
651	45924	24511
652	45983	24435
653	46035	24355
654	46086	24274
655	46137	24193
656	46186	24112
657	46235	24031
658	46319	23968
659	46391	23898
660	46454	23824
661	46528	23756
662	46602	23687
663	46676	23619
664	46734	23542
665	46794	23467
666	46860	23395
667	46911	23315
668	46969	23239
669	47033	23165
670	47088	23087
671	47141	23009
672	47204	22935
673	47270	22863
674	47328	22787
675	47403	22720
676	47457	22642
677	47509	22563
678	47568	22488
679	47624	22411
680	47680	22334
681	47733	22257
682	47819	22194
683	47874	22117
684	47923	22037
685	47982	21962
686	48031	21883
687	48087	21807
688	48153	21735
689	48203	21656
690	48250	21576
691	48294	21495
692	48345	21417
693	48398	21340
694	48447	21261
695	48503	21185
696	48560	21110
697	48622	21037
698	48701	20971
699	48768	20900
700	48869	20844
701	48916	20765
702	49001	20701
703	49080	20636
704	49152	20567
705	49211	20493
706	49283	20424
707	49350	20353
708	49406	20278
709	49489	20214
710	49552	20141
711	49606	20065
712	49663	19990
713	49713	19913
714	49764	19836
715	49845	19771
716	49893	19693
717	49935	19612
718	49990	19537
719	50041	19460
720	50090	19382
721	50144	19307
722	50194	19230
723	50241	19152
724	50288	19075
725	50349	19002
726	50403	18927
727	50462	18854
728	50507	18775
729	50563	18701
730	50614	18625
731	50670	18551
732	50729	18478
733	50792	18406
734	50855	18335
735	50909	18260
736	50959	18184
737	51007	18108
738	51061	18033
739	51122	17962
740	51183	17890
741	51247	17819
742	51298	17743
743	51372	17676
744	51432	17604
745	51496	17533
746	51553	17460
747	51602	17384
748	51652	17309
749	51704	17234
750	51761	17161
751	51820	17089
752	51868	17013
753	51925	16941
754	51973	16865
755	52028	16792
756	52087	16720
757	52143	16647
758	52186	16570
759	52242	16497
760	52297	16424
761	52356	16352
762	52416	16281
763	52464	16206
764	52520	16133
765	52576	16061
766	52631	15988
767	52685	15915
768	52734	15840
769	52783	15766
770	52846	15696
771	52907	15625
772	52960	15552
773	53025	15482
774	53104	15417
775	53180	15351
776	53235	15278
777	53285	15204
778	53334	15130
779	53395	15060
780	53470	14993
781	53521	14920
782	53569	14846
783	53621	14773
784	53694	14706
785	53778	14641
786	53850	14574
787	53908	14503
788	53954	14428
789	54007	14356
790	54065	14285
791	54116	14212
792	54166	14139
793	54216	14066
794	54267	13993
795	54319	13921
796	54366	13847
797	54428	13777
798	54472	13703
799	54529	13632
800	54586	13561
801	54637	13489
802	54700	13419
803	54753	13347
804	54812	13277
805	54865	13205
806	54975	13147
807	55044	13079
808	55086	13005
809	55148	12935
810	55194	12862
811	55281	12799
812	55341	12729
813	55398	12658
814	55454	12587
815	55509	12516
816	55554	12443
817	55601	12370
818	55649	12298
819	55702	12227
820	55745	12153
821	55788	12080
822	55834	12008
823	55891	11937
824	55951	11868
825	56003	11797
826	56063	11727
827	56208	11676
828	56320	11617
829	56381	11548
830	56443	11478
831	56507	11410
832	56552	11337
833	56623	11270
834	56671	11198
835	56735	11129
836	56788	11059
837	56840	10988
838	56896	10918
839	56944	10846
840	56995	10775
841	57043	10704
842	57091	10632
843	57150	10563
844	57205	10493
845	57279	10426
846	57346	10359
847	57394	10287
848	57446	10217
849	57498	10146
850	57544	10075
851	57610	10007
852	57687	9941
853	57736	9870
854	57784	9799
855	57857	9733
856	57930	9666
857	57987	9596
858	58044	9527
859	58092	9456
860	58146	9387
861	58209	9318
862	58258	9248
863	58309	9178
864	58353	9107
865	58400	9036
866	58463	8968
867	58536	8901
868	58584	8831
869	58629	8760
870	58675	8690
871	58727	8620
872	58779	8550
873	58831	8481
874	58885	8412
875	58946	8344
876	58994	8274
877	59053	8205
878	59119	8138
879	59161	8067
880	59214	7998
881	59265	7928
882	59317	7859
883	59376	7791
884	59436	7723
885	59490	7654
886	59547	7586
887	59609	7518
888	59658	7448
889	59732	7382
890	59786	7313
891	59845	7245
892	59898	7177
893	59948	7107
894	59999	7039
895	60046	6969
896	60094	6900
897	60143	6831
898	60197	6763
899	60257	6695
900	60302	6625
901	60344	6556
902	60402	6488
903	60449	6419
904	60496	6350
905	60547	6282
906	60605	6214
907	60656	6145
908	60708	6077
909	60757	6008
910	60817	5941
911	60866	5873
912	61035	5816
913	61087	5747
914	61146	5680
915	61191	5611
916	61241	5543
917	61304	5475
918	61359	5408
919	61427	5341
920	61514	5276
921	61574	5209
922	61634	5141
923	61702	5075
924	61761	5007
925	61811	4939
926	61856	4871
927	61902	4802
928	61951	4734
929	62003	4666
930	62063	4599
931	62108	4531
932	62159	4463
933	62209	4395
934	62263	4328
935	62318	4261
936	62373	4193
937	62434	4126
938	62489	4059
939	62539	3991
940	62585	3924
941	62634	3856
942	62687	3789
943	62735	3721
944	62794	3654
945	62839	3587
946	62902	3520
947	62962	3453
948	63017	3386
949	63066	3319
950	63167	3254
951	63222	3187
952	63272	3120
953	63314	3052
954	63370	2986
955	63412	2918
956	63463	2851
957	63509	2784
958	63561	2717
959	63614	2650
960	63666	2583
961	63749	2518
962	63817	2451
963	63903	2386
964	63956	2319
965	64011	2252
966	64063	2186
967	64153	2120
968	64231	2054
969	64283	1988
970	64337	1921
971	64390	1854
972	64444	1788
973	64493	1721
974	64546	1655
975	64595	1588
976	64650	1521
977	64703	1455
978	64750	1388
979	64815	1322
980	64869	1256
981	64919	1189
982	64970	1123
983	65028	1057
984	65081	991
985	65131	924
986	65219	859
987	65279	792
988	65356	726
989	65408	660
990	65457	594
991	65510	528
992	65572	462
993	65619	396
994	65669	329
995	65723	263
996	65799	197
997	65994	132
998	66059	66
999	66248	0
