iter	RMSE
447	552.6412246
448	552.5777572
449	552.5166233
450	552.4483856
451	552.3766827
452	552.2955234
453	552.2640409
454	552.2026558
455	552.1678608
456	552.1219281
457	552.0395158
458	552.0333557
459	552.0188016
460	551.9837405
461	551.9386409
462	551.8883137
463	551.8242339
464	551.7750136
465	551.6998268
466	551.6428286
467	551.6021005
468	551.5494902
469	551.5006266
470	551.4212325
471	551.3764105
472	551.3260632
473	551.2226643
474	551.1640551
475	551.1545271
476	551.1220491
477	551.0614969
478	550.9997215
479	550.9507161
480	550.8846089
481	550.8625888
482	550.8483102
483	550.811988
484	550.7791494
485	550.6980022
486	550.6857425
487	550.6389966
488	550.5782203
489	550.5395768
490	550.4904907
491	550.4146753
492	550.3441721
493	550.3055531
494	550.239955
495	550.2068114
496	550.1601661
497	550.1003672
498	550.0443586
499	550.0243503
500	549.991266
501	549.9637302
502	549.9330828
503	549.9199192
504	549.8787387
505	549.8260016
506	549.8015697
507	549.7533903
508	549.7253153
509	549.6822249
510	549.6631749
511	549.6325956
512	549.5931981
513	549.5564355
514	549.4585301
515	549.4220785
516	549.4004897
517	549.3144278
518	549.2609718
519	549.2276538
520	549.1968301
521	549.1120812
522	549.1053707
523	549.007587
524	548.9894143
525	548.9478549
526	548.9316886
527	548.9182606
528	548.8057576
529	548.7753464
530	548.7231747
531	548.6699857
532	548.6399497
533	548.6014366
534	548.5798034
535	548.512595
536	548.479034
537	548.4282
538	548.4146681
539	548.3134067
540	548.246888
541	548.210769
542	548.1416746
543	548.1327004
544	548.0805675
545	547.9980093
546	547.9311089
547	547.9115445
548	547.8989011
549	547.8231476
550	547.7850072
551	547.7442906
552	547.6929631
553	547.6273562
554	547.5286218
555	547.5126823
556	547.4869296
557	547.4266194
558	547.3850718
559	547.3268856
560	547.2884539
561	547.2593968
562	547.2186454
563	547.1755165
564	547.1542038
565	547.105946
566	547.0941106
567	547.0662092
568	547.0107283
569	546.9832272
570	546.9209686
571	546.8956062
572	546.8361104
573	546.7794336
574	546.7039786
575	546.6315535
576	546.5449983
577	546.4967275
578	546.4813596
579	546.4547478
580	546.4313138
581	546.3970435
582	546.3632557
583	546.2917784
584	546.276439
585	546.2523212
586	546.1922604
587	546.1564367
588	546.126871
589	546.1188291
590	546.093599
591	546.0612797
592	545.9707668
593	545.9186316
594	545.8622159
595	545.8296202
596	545.7839758
597	545.7459546
598	545.6894603
599	545.6528878
600	545.6080263
601	545.5860049
602	545.5631129
603	545.5355539
604	545.5054624
605	545.4419248
606	545.4097874
607	545.4007904
608	545.3682066
609	545.3438104
610	545.2972053
611	545.2906286
612	545.267824
613	545.1996667
614	545.1300252
615	545.1230118
616	545.0647596
617	545.0230875
618	544.9714796
619	544.95837
620	544.9206289
621	544.8873136
622	544.8213409
623	544.8025941
624	544.7308606
625	544.6742661
626	544.6227663
627	544.5750919
628	544.4995012
629	544.4775994
630	544.4129101
631	544.3726874
632	544.3340977
633	544.3064844
634	544.2824967
635	544.2464207
636	544.1854104
637	544.1278878
638	544.0223788
639	543.9492797
640	543.8955412
641	543.8715022
642	543.844183
643	543.8226478
644	543.7900807
645	543.766596
646	543.720022
647	543.6727043
648	543.6232905
649	543.6041833
650	543.5411829
651	543.5127267
652	543.4587654
653	543.3393495
654	543.2892714
655	543.2600831
656	543.2143792
657	543.1967174
658	543.1638639
659	543.0952175
660	543.0889159
661	543.0720112
662	543.049964
663	543.0314079
664	543.0016534
665	542.9564571
666	542.9326966
667	542.8874981
668	542.8432068
669	542.8155668
670	542.7774125
671	542.7530232
672	542.7258971
673	542.6979005
674	542.6929991
675	542.666689
676	542.6378274
677	542.5957734
678	542.5377089
679	542.4884542
680	542.4417719
681	542.4158416
682	542.3704241
683	542.3284518
684	542.2927166
685	542.2517791
686	542.2012074
687	542.1609025
688	542.1294929
689	542.0858851
690	542.0482183
691	542.0281769
692	541.9527371
693	541.8901783
694	541.8733107
695	541.81724
696	541.734703
697	541.6777854
698	541.6474919
699	541.6042455
700	541.5837918
701	541.544517
702	541.5228515
703	541.4663545
704	541.4128682
705	541.3925463
706	541.3521853
707	541.2957693
708	541.2717544
709	541.2654795
710	541.2406399
711	541.1911923
712	541.1649562
713	541.1338528
714	541.0976844
715	541.0772893
716	541.0551842
717	541.0443871
718	541.0237299
719	540.9815328
720	540.9514206
721	540.9437853
722	540.8926417
723	540.8727826
724	540.8306375
725	540.8035639
726	540.7906972
727	540.7615357
728	540.7230006
729	540.706977
730	540.68136
731	540.6437244
732	540.5864926
733	540.5527113
734	540.5221647
735	540.5061537
736	540.4805008
737	540.4482501
738	540.4150538
739	540.3934418
740	540.3537779
741	540.313834
742	540.3060325
743	540.2857302
744	540.2522058
745	540.2211435
746	540.1606285
747	540.1305961
748	540.088547
749	540.0683377
750	540.0127886
751	539.9664578
752	539.9438682
753	539.9105929
754	539.8694053
755	539.8395109
756	539.802909
757	539.770489
758	539.7474422
759	539.7301386
760	539.6878197
761	539.6717052
762	539.6342654
763	539.584137
764	539.5104932
765	539.4738445
766	539.434073
767	539.3764042
768	539.3115001
769	539.2762337
770	539.2486567
771	539.2311846
772	539.1713902
773	539.1323193
774	539.1154962
775	539.1049533
776	539.0714671
777	539.0013042
778	538.9768063
779	538.9620846
780	538.9532197
781	538.9486887
782	538.9337893
783	538.8753016
784	538.851264
785	538.8159602
786	538.7632982
787	538.7149858
788	538.6755198
789	538.5994592
790	538.5782608
791	538.5229875
792	538.5059456
793	538.4691531
794	538.4479001
795	538.4025755
796	538.3822127
797	538.3575847
798	538.3516831
799	538.312692
800	538.2559806
801	538.2204493
802	538.1985021
803	538.1539027
804	538.1416623
805	538.1169988
806	538.0723532
807	538.0074436
808	537.9904897
809	537.9572825
810	537.9522085
811	537.9063079
812	537.8899539
813	537.8525373
814	537.8280186
815	537.7867515
816	537.7508031
817	537.7422285
818	537.7134368
819	537.6779365
820	537.6727932
821	537.6610137
822	537.6304372
823	537.5813451
824	537.5358917
825	537.531299
826	537.4549909
827	537.4201571
828	537.3288542
829	537.2619043
830	537.2530948
831	537.241013
832	537.2364329
833	537.1727242
834	537.144936
835	537.1359067
836	537.1304315
837	537.0558515
838	537.0064995
839	536.9828881
840	536.9418414
841	536.9337291
842	536.9276971
843	536.9053944
844	536.8711518
845	536.7898344
846	536.7618842
847	536.7303115
848	536.6976572
849	536.6533481
850	536.6211816
851	536.543224
852	536.4696428
853	536.454514
854	536.4331182
855	536.4274513
856	536.395865
857	536.352213
858	536.3266561
859	536.277335
860	536.2360385
861	536.197971
862	536.1567423
863	536.1047058
864	536.024059
865	535.9840543
866	535.9524171
867	535.9130464
868	535.8734505
869	535.8287239
870	535.8187843
871	535.7557358
872	535.7295305
873	535.7014936
874	535.6751853
875	535.6698526
876	535.633565
877	535.6139873
878	535.5946187
879	535.587454
880	535.5760417
881	535.5462003
882	535.5339256
883	535.5036661
884	535.4805875
885	535.431671
886	535.4140593
887	535.3966637
888	535.3899097
889	535.3744822
890	535.344299
891	535.289895
892	535.249801
893	535.2297571
894	535.2161917
895	535.175082
896	535.0809773
897	535.0217698
898	535.0076687
899	534.9817985
900	534.9423093
901	534.9138247
902	534.889105
903	534.8121286
904	534.7935826
905	534.7048988
906	534.6867742
907	534.6642645
908	534.5992135
909	534.5424189
910	534.5219242
911	534.490267
912	534.4673324
913	534.4259114
914	534.4045122
915	534.363171
916	534.3167257
917	534.2971804
918	534.258264
919	534.2401294
920	534.1857123
921	534.1698208
922	534.1523848
923	534.0971641
924	534.0365253
925	534.026899
926	533.9679961
927	533.9484607
928	533.9386362
929	533.9045638
930	533.8484919
931	533.8260393
932	533.7868566
933	533.7692196
934	533.7600997
935	533.7373238
936	533.684126
937	533.6577281
938	533.6276652
939	533.6002539
940	533.5630655
941	533.4987357
942	533.4374635
943	533.4182294
944	533.3930585
945	533.3402841
946	533.3178028
947	533.2953863
948	533.2384636
949	533.186861
950	533.1701311
951	533.1418678
952	533.0934322
953	533.0857993
954	533.0365827
955	533.0314517
956	533.0072086
957	532.9938185
958	532.9768996
959	532.9519602
960	532.9210598
961	532.8734632
962	532.8608076
963	532.8274559
964	532.8141681
965	532.8109484
966	532.806542
967	532.8028666
968	532.7479833
969	532.7340002
970	532.7301613
971	532.6780982
972	532.6529641
973	532.6409045
974	532.5799124
975	532.5452196
976	532.5357339
977	532.5190318
978	532.4708103
979	532.4035778
980	532.3982859
981	532.3805094
982	532.3211721
983	532.302121
984	532.2842706
985	532.2741088
986	532.2553811
987	532.2043884
988	532.1340459
989	532.1144971
990	532.1055465
991	532.0736431
992	531.9810601
993	531.9731809
994	531.9670501
995	531.9642793
996	531.9183847
997	531.9123417
998	531.8518418
999	531.7947702
